Date,Site,treatment,Plot,Depth,TOC.k2so4,TN.k2so4,TOC.fum,TN.fum,MBC,MBN,PO4.fum,NH4,NO3,PO4,TFPA,phenolics,TRS,Mic.PO4,Core.length,Core.mass,Homogenized.mass,Dry.weight,NH4.H2O,NO3.H2O,PO4.H2O,TFPA.H2O,TRS.H2O,Data.Type,Fill,Mass,Bubles.sediment,Time,Average.vacutainer.7.176g,Purpose,Purpose2,X,X.1,Matrix,Notes,Cat.L,Cat.W,An.L,An.W,Cation.Area,Anion.area,pH,X_decimal.degree,Y_decimal.degree,DBH..cm.,Height.m.
8/8/2019,Hydric,Control,4,NA,NA,NA,NA,NA,NA,NA,NA,0.236495776,0.066312639,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pore water,F,12.7,,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/8/2019,Hydric,Control,5,NA,NA,NA,NA,NA,NA,NA,NA,0.197079814,0.070733482,0,0.103744762,NA,0.000506024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pore water,F,12.7,,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/8/2019,Hydric,Control,6,NA,NA,NA,NA,NA,NA,NA,NA,0.210218468,0.050102883,0.028017389,0.278814049,NA,0.013879518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pore water,D,9.7,,<,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/8/2019,Hydric,Control,7,NA,NA,NA,NA,NA,NA,NA,NA,0.216787795,0.076627939,0,0.479819526,NA,7.23E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pore water,F,12.8,,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/8/2019,Hydric,Control,8,NA,NA,NA,NA,NA,NA,NA,NA,0.243065103,0.066312639,0,0,NA,0.00046988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pore water,F,12.6,,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/9/2019,Mesic,Control,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pore water,S,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/9/2019,Mesic,Control,2,NA,NA,NA,NA,NA,NA,NA,NA,0.223483441,0.065805192,0.001698024,0,NA,0.005974501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pore water,F,12.7,,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/9/2019,Mesic,Control,3,NA,NA,NA,NA,NA,NA,NA,NA,0.242639165,0.061104821,0.00933913,0.018220989,NA,0.006681029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pore water,F,12.5,,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/9/2019,Mesic,Control,4,NA,NA,NA,NA,NA,NA,NA,NA,0.223483441,0.061104821,0.005943082,0.222296064,NA,0.006383544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pore water,F,12.9,,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/9/2019,Mesic,Control,5,NA,NA,NA,NA,NA,NA,NA,NA,0.229868682,0.067371983,0.006226086,0,NA,0.008354386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pore water,F,12.7,,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/9/2019,Mesic,Control,6,NA,NA,NA,NA,NA,NA,NA,NA,0.287335853,0.050137289,0.011603161,0.127546922,NA,0.015940267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pore water,D,10.5,,<,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/9/2019,Mesic,Control,7,NA,NA,NA,NA,NA,NA,NA,NA,0.255409647,0.061104821,0,0,NA,0.007238815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pore water,F,12.8,,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/9/2019,Mesic,Control,8,NA,NA,NA,NA,NA,NA,NA,NA,0.344803024,0.067371983,0,0,NA,0.004933302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pore water,F,12.9,,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/12/2019,Xeric,Control,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0.020929027,0.059996832,0,NA,0.009432659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pore water,D,NA,,<,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/12/2019,Xeric,Control,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0.017709176,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pore water,S,7.9,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/12/2019,Xeric,Control,3,NA,NA,NA,NA,NA,NA,NA,NA,0,0.021733989,0.017263239,0,NA,0.012661589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pore water,D,12.3,,<,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/12/2019,Xeric,Control,4,NA,NA,NA,NA,NA,NA,NA,NA,0.862238885,0.021733989,0,0,NA,0.003064493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pore water,M,NA,,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/12/2019,Xeric,Control,5,NA,NA,NA,NA,NA,NA,NA,NA,0,0.025758802,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pore water,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/12/2019,Xeric,Control,6,NA,NA,NA,NA,NA,NA,NA,NA,0,0.011269476,0.11971066,0,NA,0.01920914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pore water,S,9.5,,<,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/12/2019,Xeric,Control,7,NA,NA,NA,NA,NA,NA,NA,NA,0,0.015294289,0.022923318,0,NA,0.001703854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pore water,M,9.8,,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/12/2019,Xeric,Control,8,NA,NA,NA,NA,NA,NA,NA,NA,0.862238885,0.051517604,0.005094071,9.60232146,NA,0.002434077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pore water,F,12.4,,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/13/2019,Hydric,Control,1,NA,NA,NA,NA,NA,NA,NA,NA,1.35494682,1.321748531,0,0.28048613,NA,0.004793061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pore water,F,13,,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/13/2019,Hydric,Control,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0.132818823,0,0,NA,0.008052343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pore water,F,13,,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/13/2019,Hydric,Control,3,NA,NA,NA,NA,NA,NA,NA,NA,5.296610296,0.12235431,0,1.250067814,NA,0.067198722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pore water,F,12.8,,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/13/2019,Hydric,Control,4,NA,NA,NA,NA,NA,NA,NA,NA,0,0.120744385,0.000849012,0,NA,0.01092818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pore water,F,12.8,,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/13/2019,Hydric,Control,5,NA,NA,NA,NA,NA,NA,NA,NA,0,0.137648599,0.012735177,0.003462792,NA,0.001629641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pore water,F,12.5,,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/13/2019,Hydric,Control,6,NA,NA,NA,NA,NA,NA,NA,NA,0,0.121549347,0.091976276,0,NA,0.012605752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pore water,M,10.1,,262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/13/2019,Hydric,Control,7,NA,NA,NA,NA,NA,NA,NA,NA,0,0.105450096,0,0,NA,0.001485849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pore water,F,13,,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/13/2019,Hydric,Control,8,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.148900044,NA,0.001006543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pore water,F,12.8,,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/14/2019,Mesic,Control,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pore water,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/14/2019,Mesic,Control,2,NA,NA,NA,NA,NA,NA,NA,NA,0.229868682,0.141011126,0.002547035,0.44094793,NA,0.008606557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pore water,F,12.9,,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/14/2019,Mesic,Control,3,NA,NA,NA,NA,NA,NA,NA,NA,0.249024406,0.072072353,0.013018181,0.105681735,NA,0.008871375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pore water,F,12.9,,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/14/2019,Mesic,Control,4,NA,NA,NA,NA,NA,NA,NA,NA,0.242639165,0.084606676,0.001698024,0.229584459,NA,0.010416141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pore water,F,12.9,,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/14/2019,Mesic,Control,5,NA,NA,NA,NA,NA,NA,NA,NA,0.236253924,0.057971241,0.016131224,0.389929161,NA,0.012358134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pore water,F,12.6,,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/14/2019,Mesic,Control,6,NA,NA,NA,NA,NA,NA,NA,NA,0.287335853,0.047003709,0.010188141,0.09839334,NA,0.009489281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pore water,M,12.6,,174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/14/2019,Mesic,Control,7,NA,NA,NA,NA,NA,NA,NA,NA,0.249024406,0.062671612,0.009622133,0.120258526,NA,0.011431274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pore water,F,12.9,,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/14/2019,Mesic,Control,8,NA,NA,NA,NA,NA,NA,NA,NA,0.2170982,0.078339515,0.001698024,0.215007668,NA,0.008430013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pore water,F,12.9,,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/6/2020,Hydric,Control,1,NA,NA,NA,NA,NA,NA,NA,NA,0.998963992,0.134344198,0.868259722,1.233039,NA,5.29E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pore water,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/6/2020,Hydric,Control,2,NA,NA,NA,NA,NA,NA,NA,NA,4.292234536,0.577381177,1.014907955,0.7684896,NA,0.00092546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pore water,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/6/2020,Hydric,Control,3,NA,NA,NA,NA,NA,NA,NA,NA,0.331436836,0.451061732,0.743204901,1.2450807,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pore water,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/6/2020,Hydric,Control,4,NA,NA,NA,NA,NA,NA,NA,NA,1.228573872,0.552282536,0.204743426,1.0582128,NA,0.000211534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pore water,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/6/2020,Hydric,Control,5,NA,NA,NA,NA,NA,NA,NA,NA,0.749094088,0.532572222,1.173882128,1.0749841,NA,0.000211534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pore water,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/6/2020,Hydric,Control,6,NA,NA,NA,NA,NA,NA,NA,NA,4.371557164,0.551407465,0.687413085,1.3438852,NA,0.018376983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pore water,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/6/2020,Hydric,Control,7,NA,NA,NA,NA,NA,NA,NA,NA,5.538029502,0.517643888,1.495890682,1.2264236,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pore water,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/6/2020,Hydric,Control,8,NA,NA,NA,NA,NA,NA,NA,NA,1.991074399,0.027942992,0.972956683,0.7908554,NA,0.003860489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pore water,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/7/2020,Xeric,Control,1,NA,NA,NA,NA,NA,NA,NA,NA,1.289703716,0.114844969,0.720423041,0.5933575,NA,0.00481239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pore water,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/7/2020,Xeric,Control,2,NA,NA,NA,NA,NA,NA,NA,NA,2.535990625,0.749350148,1.073261938,1.0944061,NA,0.004415764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pore water,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/7/2020,Xeric,Control,3,NA,NA,NA,NA,NA,NA,NA,NA,1.356012176,0.381897409,0.836339571,0.7145333,NA,0.005605641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pore water,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/7/2020,Xeric,Control,4,NA,NA,NA,NA,NA,NA,NA,NA,1.366480323,0.554923839,0.661326932,1.1139649,NA,0.007112818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pore water,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/7/2020,Xeric,Control,5,NA,NA,NA,NA,NA,NA,NA,NA,0.420717343,0.355864259,1.315016862,0.8899276,NA,0.007112818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pore water,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/7/2020,Xeric,Control,6,NA,NA,NA,NA,NA,NA,NA,NA,1.020140185,0.618915095,0.928401828,1.6097994,NA,0.011317049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pore water,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/7/2020,Xeric,Control,7,NA,NA,NA,NA,NA,NA,NA,NA,5.973429666,0.845565653,0.645538728,0.770112,NA,0.006478217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pore water,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/7/2020,Xeric,Control,8,NA,NA,NA,NA,NA,NA,NA,NA,6.750857603,0.407968827,0.323181031,0.7152057,NA,0.003305213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pore water,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/8/2020,Mesic,Control,1,NA,NA,NA,NA,NA,NA,NA,NA,6.239291681,0.89925852,0.809433918,1.2397782,NA,0.005810656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pore water,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/8/2020,Mesic,Control,2,NA,NA,NA,NA,NA,NA,NA,NA,7.675846309,0.457750682,0.533884765,1.086986,NA,0.003505603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pore water,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/8/2020,Mesic,Control,3,NA,NA,NA,NA,NA,NA,NA,NA,2.726508881,0.442397655,0.692681694,1.0472051,NA,0.006458953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pore water,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/8/2020,Mesic,Control,4,NA,NA,NA,NA,NA,NA,NA,NA,4.761676771,0.043649385,0.071366827,1.3573559,NA,0.013158015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pore water,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/8/2020,Mesic,Control,5,NA,NA,NA,NA,NA,NA,NA,NA,3.06151912,0.100220526,0.915752377,1.1211466,NA,0.010780928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pore water,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/8/2020,Mesic,Control,6,NA,NA,NA,NA,NA,NA,NA,NA,1.280980739,0.328631212,1.096055263,1.2668317,NA,0.010780928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pore water,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/8/2020,Mesic,Control,7,NA,NA,NA,NA,NA,NA,NA,NA,1.260011402,0.363095434,0.646509238,1.4223508,NA,0.022954493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pore water,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/8/2020,Mesic,Control,8,NA,NA,NA,NA,NA,NA,NA,NA,8.568564946,0.273831078,0.779273917,1.0375792,NA,0.009052138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pore water,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/6/2021,Hydric,Control,1,NA,NA,NA,NA,NA,NA,NA,NA,1.133920533,0.3344487,0.477904559,1.5200262,NA,0.067427322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pore water,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/6/2021,Hydric,Control,2,NA,NA,NA,NA,NA,NA,NA,NA,1.359329593,0.456946843,0.369804006,0.8262711,NA,0.024764111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pore water,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/6/2021,Hydric,Control,3,NA,NA,NA,NA,NA,NA,NA,NA,2.581641932,0.695246375,0.241630796,1.1883664,NA,0.080900556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pore water,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/6/2021,Hydric,Control,4,NA,NA,NA,NA,NA,NA,NA,NA,2.048684127,0.564633525,0.754697361,1.1159269,NA,0.073922025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pore water,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/6/2021,Hydric,Control,5,NA,NA,NA,NA,NA,NA,NA,NA,4.193412128,0.011379931,0.63770611,1.302371,NA,0.030865741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pore water,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/6/2021,Hydric,Control,6,NA,NA,NA,NA,NA,NA,NA,NA,2.875245499,0.02555287,0.666560516,1.4650956,NA,0.030247786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pore water,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/6/2021,Hydric,Control,7,NA,NA,NA,NA,NA,NA,NA,NA,7.871901222,0.949962034,0.237678932,1.2401092,NA,0.086925603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pore water,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/6/2021,Hydric,Control,8,NA,NA,NA,NA,NA,NA,NA,NA,2.823534557,0.233168427,0.481594759,1.1817523,NA,0.060702555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pore water,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/6/2021,Xeric,Control,1,NA,NA,NA,NA,NA,NA,NA,NA,3.712398347,0.74119785,0.687225161,0.7124296,NA,0.068869669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pore water,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/6/2021,Xeric,Control,2,NA,NA,NA,NA,NA,NA,NA,NA,2.792692122,0.624166485,0.401986137,1.4258602,NA,0.030958565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pore water,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/6/2021,Xeric,Control,3,NA,NA,NA,NA,NA,NA,NA,NA,6.48679835,0.283919372,0.228041008,1.2674309,NA,0.00092072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pore water,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/6/2021,Xeric,Control,4,NA,NA,NA,NA,NA,NA,NA,NA,0.458256234,0.579835227,0.513943243,0.9127847,NA,0.02217647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pore water,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/6/2021,Xeric,Control,5,NA,NA,NA,NA,NA,NA,NA,NA,3.666699741,0.822701117,0.983576454,1.1028559,NA,0.062996825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pore water,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/6/2021,Xeric,Control,6,NA,NA,NA,NA,NA,NA,NA,NA,3.093739623,0.374222656,0.642827421,1.0320038,NA,0.061946826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pore water,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/6/2021,Xeric,Control,7,NA,NA,NA,NA,NA,NA,NA,NA,2.783755223,0.279875574,0.620178759,1.1315535,NA,0.044241018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pore water,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/6/2021,Xeric,Control,8,NA,NA,NA,NA,NA,NA,NA,NA,5.017024062,0.777992131,1.254951718,1.0837424,NA,0.058423247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pore water,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/8/2021,Mesic,Control,1,NA,NA,NA,NA,NA,NA,NA,NA,1.625303804,0.701726768,0.917848204,0.7395856,NA,0.008976063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pore water,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/8/2021,Mesic,Control,2,NA,NA,NA,NA,NA,NA,NA,NA,4.37994871,0.501506141,0.919314984,1.0857067,NA,0.051763621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pore water,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/8/2021,Mesic,Control,3,NA,NA,NA,NA,NA,NA,NA,NA,1.022414322,0.5408322,1.208519554,0.8470877,NA,0.083277683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pore water,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/8/2021,Mesic,Control,4,NA,NA,NA,NA,NA,NA,NA,NA,2.017537102,0.552261609,1.200184099,0.918335,NA,0.068422293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pore water,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
